ID_Punto,Nome_Punto,Longitudine,Latitudine,is_tbd
wawonii-indonesia,"Wawonii, Indonesia",123.12388838041427,-4.136148734803371,False
raha-indonesia,"Raha, Indonesia",122.72108104857878,-4.832382529604614,False
buranga-indonesia,"Buranga, Indonesia",122.85611021090891,-4.792266637754579,False
lakudo-indonesia,"Lakudo, Indonesia",122.55989952213733,-5.38911765238875,False
baubau-indonesia,"Baubau, Indonesia",122.59688680062212,-5.507063767817269,False
ijmuiden-netherlands,"Ijmuiden, Netherlands",4.613685008225113,52.45851826150987,False
takaroa-french-polynesia,"Takaroa, French Polynesia",-144.97220770853863,-14.449768610910688,False
manihi-french-polynesia,"Manihi, French Polynesia",-145.95814451009178,-14.402893905977733,False
rangiroa-french-polynesia,"Rangiroa, French Polynesia",-147.65130737313953,-15.116218466216106,False
arutua-french-polynesia,"Arutua, French Polynesia",-146.78615295672594,-15.289899868101953,False
kaukura-french-polynesia,"Kaukura, French Polynesia",-146.6738422452723,-15.741389321160499,False
fakarava-french-polynesia,"Fakarava, French Polynesia",-145.6245632034352,-16.310313265214543,False
makemo-french-polynesia,"Makemo, French Polynesia",-143.86719140149896,-16.539560977104614,False
sisimiut-greenland,"Sisimiut, Greenland",-53.67338627708164,66.93946731265544,False
maniitsoq-greenland,"Maniitsoq, Greenland",-52.90572324668234,65.40768043958342,False
aasiaat-greenland,"Aasiaat, Greenland",-52.85911683438676,68.70697200462038,False
dumai-indonesia,"Dumai, Indonesia",101.44763420482612,1.665606179943663,False
jakarta-indonesia,"Jakarta, Indonesia",106.82785500280222,-6.171598654655946,False
bali-indonesia,"Bali, Indonesia",115.59696500161938,-8.464412294518892,False
seba-indonesia,"Seba, Indonesia",121.87989512104575,-10.457822046091534,False
baa-indonesia,"Baa, Indonesia",123.03526539632057,-10.733340209244103,False
alor-indonesia,"Alor, Indonesia",124.40375899999984,-8.32065399999956,False
kokar-indonesia,"Kokar, Indonesia",124.45345286822533,-8.158311369783492,False
tiakur-indonesia,"Tiakur, Indonesia",127.7878715476518,-8.150331686078742,False
serwaru-indonesia,"Serwaru, Indonesia",127.69148768374592,-8.158118033985609,False
suemlaki-indonesia,"Suemlaki, Indonesia",131.21304280623139,-8.052228527722814,False
tual-indonesia,"Tual, Indonesia",132.75207980190007,-5.626577896544199,False
leava-wallis-and-futuna,"Leava, Wallis and Futuna",-178.1581082290078,-14.29683787673267,False
mata-utu-wallis-and-futuna,"Mata-Utu, Wallis and Futuna",-176.17500035041277,-13.282000575148167,False
savusavu-fiji,"Savusavu, Fiji",179.34974953178585,-16.80801177359569,False
nelson-new-zealand,"Nelson, New Zealand",173.28395005547594,-41.2722550869257,False
levin-new-zealand,"Levin, New Zealand",175.28531582518968,-40.625283896847584,False
gustavia-saint-barthlemy,"Gustavia, Saint Barthélemy",-62.85054881266757,17.897915647022234,False
st-louis-saint-martin,"St. Louis, Saint Martin",-63.078144550760726,18.08992880691782,False
baie-mahault-guadeloupe,"Baie-Mahault, Guadeloupe",-61.5717247194846,16.244479667931955,False
copa-club-jamaica,"Copa Club, Jamaica",-76.68936118328712,17.942952785882994,False
weno-chuuk-micronesia,"Weno, Chuuk, Micronesia",151.85848716518078,7.439993539798909,False
magachgil-yap-micronesia,"Magachgil, Yap, Micronesia",138.06149986878208,9.443922836169385,False
ngeremlengui-palau,"Ngeremlengui, Palau",134.56094082517401,7.531746239289517,False
el-segundo-ca-united-states,"El Segundo, CA, United States",-118.4159551589325,33.91992001851462,False
sangano-angola,"Sangano, Angola",13.201444277847978,-9.490068430331165,False
aden-yemen,"Aden, Yemen",45.0335384269116,12.800683889023277,False
djibouti-city-djibouti,"Djibouti City, Djibouti",43.14799288765091,11.594678044710776,False
bp-clair-ridge-united-kingdom,"BP Clair Ridge, United Kingdom",-2.294930049347119,60.44104932347154,False
baie-longue-saint-martin,"Baie Longue, Saint Martin",-63.14570622695726,18.05965128120834,False
philipsburg-sint-maarten,"Philipsburg, Sint Maarten",-63.04582836802477,18.03020531994377,False
mamoudzou-mayotte,"Mamoudzou, Mayotte",45.23329414477784,-12.78330928619106,False
perth-wa-australia,"Perth, WA, Australia",115.85721872350325,-31.95343894398052,False
alexandria-nsw-australia,"Alexandria, NSW, Australia",151.19620853634117,-33.913673538776834,False
port-moresby-papua-new-guinea,"Port Moresby, Papua New Guinea",147.18851977030369,-9.47960554573348,False
car-nicobar-india,"Car Nicobar, India",92.81644398821722,9.177491191419044,False
little-andaman-india,"Little Andaman, India",92.5971570341871,10.709053093381524,False
port-blair-india,"Port Blair, India",92.7264782316377,11.623381524823074,False
havelock-india,"Havelock, India",92.98756203105867,11.976057677884663,False
long-island-india,"Long Island, India",92.93507183386816,12.39649103222661,False
rangat-india,"Rangat, India",92.91385602858452,12.506947715390154,False
cloverdale-or-united-states,"Cloverdale, OR, United States",-123.95636439138565,45.23105362306843,False
topolobampo-mexico,"Topolobampo, Mexico",-109.05036857024876,25.600694810118945,False
la-paz-mexico,"La Paz, Mexico",-110.3054817744706,24.102573212618204,False
sydney-nsw-australia,"Sydney, NSW, Australia",151.20704719697792,-33.86969726258813,False
honiara-solomon-islands,"Honiara, Solomon Islands",159.94979002697502,-9.429092662827419,False
auki-solomon-islands,"Auki, Solomon Islands",160.70132758051585,-8.774649361837039,False
noro-solomon-islands,"Noro, Solomon Islands",157.19066112219286,-8.242077358023918,False
taro-solomon-islands,"Taro, Solomon Islands",156.39591070863844,-6.708991470564002,False
saint-pierre-saint-pierre-and-miquelon,"Saint-Pierre, Saint Pierre and Miquelon",-56.18063111336785,46.7758434822524,False
miquelon-langlade-saint-pierre-and-miquelon,"Miquelon-Langlade, Saint Pierre and Miquelon",-56.34992308328285,47.08366803819901,False
fortune-nl-canada,"Fortune, NL, Canada",-55.82728663711745,47.071981606498106,False
lamaline-nl-canada,"Lamaline, NL, Canada",-55.80327542365825,46.868952141319625,False
narragansett-ri-united-states,"Narragansett, RI, United States",-71.44280929994466,41.441373103781494,False
crescent-beach-ri-united-states,"Crescent Beach, RI, United States",-71.59367589228837,41.1919576902494,False
nybro-sweden,"Nybro, Sweden",15.908684989788139,56.7438002945013,False
klaipeda-lithuania,"Klaipeda, Lithuania",21.14998987054871,55.69572398403818,False
piti-guam,"Piti, Guam",144.69474214461212,13.464655237903562,False
sao-tome-sao-tome-and-principe,"Sao Tome, Sao Tome and Principe",6.733297177107941,0.333291349734918,False
annobon-equatorial-guinea,"Annobon, Equatorial Guinea",5.636850199935443,-1.435134530086755,False
thanlyin-myanmar,"Thanlyin, Myanmar",96.24822399826894,16.75874394031272,False
maroochydore-qld-australia,"Maroochydore, QLD, Australia",153.08944349704078,-26.65184454476273,False
wurrumiyanga-nt-australia,"Wurrumiyanga, NT, Australia",130.63211077321296,-11.762586195478848,False
trondheim-norway,"Trondheim, Norway",10.392083475057504,63.43101023727201,False
bod-norway,"Bodø, Norway",14.400076241225939,67.2860008218802,False
narvik-norway,"Narvik, Norway",17.55999831911432,68.42055748484374,False
nesna-norway,"Nesna, Norway",13.01819245454037,66.19807367745263,False
sandnessjen-norway,"Sandnessjøen, Norway",12.631461771472987,66.0215486705702,False
brnnysund-norway,"Brønnøysund, Norway",12.207743809919723,65.47356212044562,False
rrvik-norway,"Rørvik, Norway",11.237346548140215,64.86207691166618,False
utskarpen-norway,"Utskarpen, Norway",13.563626638462416,66.29295854243092,False
hemnesberget-norway,"Hemnesberget, Norway",13.624454232090782,66.2241605995991,False
mo-i-rana-norway,"Mo I Rana, Norway",14.141983162344278,66.31371064643939,False
lucena-philippines,"Lucena, Philippines",121.61229277155478,13.935263338898412,False
iloilo-city-philippines,"Iloilo City, Philippines",122.56210600000121,10.720150000000242,False
rdvig-denmark,"Rødvig, Denmark",12.3718507555018,55.256140818456515,False
rnne-denmark,"Rønne, Denmark",14.708323709697277,55.10101672136453,False
great-nicobar-india,"Great Nicobar, India",93.92740511526485,7.031330621106178,False
minamiboso-japan,"Minamiboso, Japan",139.9609790000003,34.9740779999996,False
pangai-tonga,"Pangai, Tonga",-174.35026124305728,-19.81142785318058,False
neiafu-tonga,"Neiafu, Tonga",-173.98368505366702,-18.6476851110264,False
kekaha-hi-united-states,"Kekaha, HI, United States",-159.72420070177037,21.9703051762448,False
kawaihae-hi-united-states,"Kawaihae, HI, United States",-155.83123627078376,20.040296565242308,False
makena-hi-united-states,"Makena, HI, United States",-156.43999896208965,20.66359808291422,False
lahaina-hi-united-states,"Lahaina, HI, United States",-156.68449952130453,20.900903808232126,False
kaunakakai-hi-united-states,"Kaunakakai, HI, United States",-157.02388831896445,21.093332873862575,False
hawaii-kai-hi-united-states,"Hawaii Kai, HI, United States",-157.66889976388774,21.27199968597905,False
rst-norway,"Røst, Norway",12.070117249965712,67.50256025183084,False
golden-bay-malta,"Golden Bay, Malta",14.344455230051304,35.93869335743338,False
mgarr-ix-xini-malta,"Mgarr ix-Xini, Malta",14.271322957639894,36.02044571205089,False
grand-baie-rodrigues-mauritius,"Grand Baie (Rodrigues), Mauritius",63.44823384600894,-19.674345590458458,False
hao-french-polynesia,"Hao, French Polynesia",-140.9080889473968,-18.21576216824627,False
manado-indonesia,"Manado, Indonesia",124.83960982123124,1.490831387793467,False
ondong-siau-indonesia,"Ondong Siau, Indonesia",125.37295905277648,2.754597622785401,False
tahuna-indonesia,"Tahuna, Indonesia",125.48550780117085,3.611114813225133,False
melonguane-indonesia,"Melonguane, Indonesia",126.71726962389127,4.042997369771683,False
morotai-indonesia,"Morotai, Indonesia",128.40081335312806,2.365656185992342,False
tobelo-indonesia,"Tobelo, Indonesia",127.96785467546509,1.71458385132884,False
baie-du-tombeau-mauritius,"Baie du Tombeau, Mauritius",57.49512645132687,-20.122119652452948,False
le-port-runion,"Le Port, Réunion",55.30328230092486,-20.944389515009206,False
fort-dauphin-madagascar,"Fort Dauphin, Madagascar",46.98537557369402,-25.022532459682907,False
candikusuma-indonesia,"Candikusuma, Indonesia",114.52724417391767,-8.294580838185764,False
muncar-indonesia,"Muncar, Indonesia",114.31037421036321,-8.448018585744538,False
banyu-urip-indonesia,"Banyu Urip, Indonesia",112.71968042869285,-7.271904005469731,False
kendal-indonesia,"Kendal, Indonesia",110.18790325087357,-7.02654903238991,False
cirebon-indonesia,"Cirebon, Indonesia",108.5666651853077,-6.716666684587929,False
tanjung-pakis-indonesia,"Tanjung Pakis, Indonesia",107.12089678739565,-5.981255891395774,False
tabwakea-kiribati,"Tabwakea, Kiribati",-157.42781242073514,1.872139418081973,False
nukunonu-tokelau,"Nukunonu, Tokelau",-171.81150431859518,-9.174594889235633,False
wall-township-nj-united-states,"Wall Township, NJ, United States",-74.06287361347052,40.15287376160566,False
blaabjerg-denmark,"Blaabjerg, Denmark",8.329194484059272,55.75167411423394,False
lecanvey-ireland,"Lecanvey, Ireland",-9.696504823189091,53.770824560670455,False
medan-indonesia,"Medan, Indonesia",98.67606376706563,3.752137998988499,False
panipahan-indonesia,"Panipahan, Indonesia",100.3133149021334,2.452351467017714,False
brookvale-nsw-australia,"Brookvale, NSW, Australia",151.27399050892973,-33.76115742340548,False
whitehead-united-kingdom,"Whitehead, United Kingdom",-5.718720541585788,54.753703383542344,False
troon-united-kingdom,"Troon, United Kingdom",-4.659932229141345,55.541326617756305,False
rota-spain,"Rota, Spain",-6.363007194542094,36.62627034140999,False
tinocas-canary-islands-spain,"Tinocas, Canary Islands, Spain",-15.487707761768586,28.134359150695914,False
gimar-canary-islands-spain,"Güimar, Canary Islands, Spain",-16.412560622219107,28.310582527291686,False
batu-prahu-indonesia,"Batu Prahu, Indonesia",106.54745969362382,-3.079924874677993,False
palembang-indonesia,"Palembang, Indonesia",104.75732424302369,-2.990975214813836,False
pesaren-indonesia,"Pesaren, Indonesia",105.58271428330856,-1.553876045073304,False
linao-chile,"Linao, Chile",-73.50446353715454,-41.991130772682006,False
meimen-chile,"Meimen, Chile",-73.15529386263451,-41.80692209717843,False
kota-kinabalu-malaysia,"Kota Kinabalu, Malaysia",116.07430841346488,5.981335462945161,False
miri-malaysia,"Miri, Malaysia",114.00741534642134,4.425299696021491,False
bintulu-malaysia,"Bintulu, Malaysia",113.06835351166146,3.197004204897361,False
kuching-malaysia,"Kuching, Malaysia",110.35370699724253,1.520179142639674,False
largs-united-kingdom,"Largs, United Kingdom",-4.867305129111466,55.79334084522659,False
kilchatten-bay-united-kingdom,"Kilchatten Bay, United Kingdom",-5.028096030830676,55.75184157675707,False
otter-ferry-united-kingdom,"Otter Ferry, United Kingdom",-5.321211057560222,56.00828363082888,False
achnaba-united-kingdom,"Achnaba, United Kingdom",-5.365791104104307,56.019419800771715,False
calgary-united-kingdom,"Calgary, United Kingdom",-6.272382258741658,56.582123807892486,False
joo-pessoa-brazil,"João Pessoa, Brazil",-34.86103388127255,-7.115292965129927,False
mombasa-kenya,"Mombasa, Kenya",39.67280003701128,-4.053206761989876,False
bosaso-somalia,"Bosaso, Somalia",49.187930015152745,11.275567682156476,False
berbera-somalia,"Berbera, Somalia",45.01088219296272,10.43511582934602,False
salalah-oman,"Salalah, Oman",54.14808275133401,17.095825991958318,False
burgau-portugal,"Burgau, Portugal",-8.774539999999584,37.07339099999967,False
chipiona-spain,"Chipiona, Spain",-6.428876288504763,36.731307150406245,False
la-union-philippines,"La Union, Philippines",120.38963738769527,16.582590683428545,False
lingang-china,"Lingang, China",121.89608163301598,30.935661747314708,False
san-andres-colombia,"San Andres, Colombia",-81.70056368799148,12.584695674410096,False
skagway-ak-united-states,"Skagway, AK, United States",-135.31389240702538,59.45834296188645,False
haines-ak-united-states,"Haines, AK, United States",-135.44499582977528,59.235832218021784,False
manele-bay-hi-united-states,"Manele Bay, HI, United States",-156.89689103344207,20.74343777516374,False
ko-olina-hi-united-states,"Ko Olina, HI, United States",-158.11949758921116,21.339701501022805,False
koko-head-hi-united-states,"Koko Head, HI, United States",-157.69601156108757,21.277562122844273,False
kihei-hi-united-states,"Kihei, HI, United States",-156.46310227824227,20.782154911754443,False
lihue-hi-united-states,"Lihue, HI, United States",-159.36857049585998,21.974943320873784,False
skaill-united-kingdom,"Skaill, United Kingdom",-3.354952684851159,59.05145759025851,False
dunnet-head-united-kingdom,"Dunnet Head, United Kingdom",-3.376583528902636,58.670331191552904,False
ludag-united-kingdom,"Ludag, United Kingdom",-7.328143229579688,57.10553545436941,False
balla-united-kingdom,"Balla, United Kingdom",-7.312176444016704,57.0815220684469,False
north-bay-united-kingdom,"North Bay, United Kingdom",-7.449481034248839,57.02529080676931,False
bay-of-tuquoy-united-kingdom,"Bay of Tuquoy, United Kingdom",-2.939523291645224,59.27976761462974,False
aikerness-bay-united-kingdom,"Aikerness Bay, United Kingdom",-3.095076000000142,59.11804019999936,False
portachur-point-united-kingdom,"Portachur Point, United Kingdom",-4.943867574873866,55.74276545167681,False
coilleag-united-kingdom,"Coilleag, United Kingdom",-7.302215513573107,57.07361367890789,False
ardbeg-point-united-kingdom,"Ardbeg Point, United Kingdom",-5.063594052558523,55.858590024607395,False
ardyne-point-united-kingdom,"Ardyne Point, United Kingdom",-5.019990567822677,55.86941315469073,False
ardgour-united-kingdom,"Ardgour, United Kingdom",-5.233662291455637,56.72156793829049,False
raglan-new-zealand,"Raglan, New Zealand",174.87182535450324,-37.8013819587598,False
ola-russia,"Ola, Russia",151.2833655022884,59.5833440417752,False
okha-russia,"Okha, Russia",142.94245344231877,53.5775487202457,False
ust-bolsheretsk-russia,"Ust-Bolsheretsk, Russia",156.28707289511507,52.812414384362135,False
porthcressa-beach-united-kingdom,"Porthcressa Beach, United Kingdom",-6.308173249011959,49.919905077432276,False
mogadishu-somalia,"Mogadishu, Somalia",45.344182738099455,2.041189900937192,False
satun-thailand,"Satun, Thailand",100.06611799999914,6.613467,False
rayong-thailand,"Rayong, Thailand",101.27734623952158,12.670662766448473,False
cherating-malaysia,"Cherating, Malaysia",103.39365333405976,4.130238298773818,False
davao-philippines,"Davao, Philippines",125.61277821882337,7.079988883160643,False
ilyich-russia,"Ilyich, Russia",36.77084896777956,45.42360850409014,False
kerch-ukraine,"Kerch, Ukraine",36.477392144417024,45.35698172208115,False
blackwaterfoot-united-kingdom,"Blackwaterfoot, United Kingdom",-5.33209972172162,55.50195153980693,False
ardnacross-united-kingdom,"Ardnacross, United Kingdom",-5.533417938480915,55.476548995475824,False
down-craig-united-kingdom,"Down Craig, United Kingdom",-4.900459402499686,55.78015567878292,False
corrie-united-kingdom,"Corrie, United Kingdom",-5.141426028670615,55.643649778816055,False
ardneil-bay-united-kingdom,"Ardneil Bay, United Kingdom",-4.889375425976623,55.693046380984796,False
port-askaig-united-kingdom,"Port Askaig, United Kingdom",-6.106317923258195,55.84773646690274,False
feolin-ferry-united-kingdom,"Feolin Ferry, United Kingdom",-6.089911684880532,55.8467496295193,False
lagavulin-united-kingdom,"Lagavulin, United Kingdom",-6.125409706608378,55.63611260842295,False
glenbarr-united-kingdom,"Glenbarr, United Kingdom",-5.697577978438339,55.565500154567616,False
craighouse-united-kingdom,"Craighouse, United Kingdom",-5.953827796908559,55.833671668737324,False
ormsary-united-kingdom,"Ormsary, United Kingdom",-5.614570224740873,55.89168013274772,False
kilchoan-ferry-united-kingdom,"Kilchoan Ferry, United Kingdom",-6.093964416384531,56.68857206371403,False
tobermory-united-kingdom,"Tobermory, United Kingdom",-6.07028279253579,56.621848763444284,False
duart-bay-united-kingdom,"Duart Bay, United Kingdom",-5.669355342181571,56.45583872337901,False
ganavan-bay-united-kingdom,"Ganavan Bay, United Kingdom",-5.475800791797472,56.43776362936582,False
corran-united-kingdom,"Corran, United Kingdom",-5.245381033153955,56.722525753369865,False
ardmair-united-kingdom,"Ardmair, United Kingdom",-5.196211146111312,57.93407860444327,False
branahuie-bay-united-kingdom,"Branahuie Bay, United Kingdom",-6.310761137803691,58.209061789126075,False
leverburgh-united-kingdom,"Leverburgh, United Kingdom",-7.008368065487336,57.769404984215875,False
lochmaddy-united-kingdom,"Lochmaddy, United Kingdom",-7.163348424447826,57.603696020720946,False
dunvegan-united-kingdom,"Dunvegan, United Kingdom",-6.581659383399854,57.43632161635939,False
holmar-united-kingdom,"Holmar, United Kingdom",-7.274140611586573,57.36669044941733,False
ardvasar-united-kingdom,"Ardvasar, United Kingdom",-5.906464549211167,57.059371673818994,False
mallaig-united-kingdom,"Mallaig, United Kingdom",-5.820429453909197,57.008477935490994,False
scarinish-united-kingdom,"Scarinish, United Kingdom",-6.808514691440399,56.503788111663106,False
natal-brazil,"Natal, Brazil",-35.21118011760072,-5.79483030955312,False
vitria-brazil,"Vitória, Brazil",-40.30165502708559,-20.294018169658056,False
maca-brazil,"Macaé, Brazil",-41.785638350817806,-22.371806144383072,False
sitio-brazil,"Sitio, Brazil",-37.57050461810811,-11.846665780631282,False
atafona-brazil,"Atafona, Brazil",-41.027240450573984,-21.631160717587278,False
thinadhoo-maldives,"Thinadhoo, Maldives",72.99767877310352,0.531092812926878,False
kolhufushi-maldives,"Kolhufushi, Maldives",73.4246315956461,2.776764140474404,False
terempa-indonesia,"Terempa, Indonesia",106.21113180688167,3.207132403275247,False
penarik-indonesia,"Penarik, Indonesia",108.29023189652773,3.666751882884222,False
jayapura-indonesia,"Jayapura, Indonesia",140.669115209023,-2.591560615049015,False
sarmi-indonesia,"Sarmi, Indonesia",139.35329582866166,-2.175235284063719,False
biak-indonesia,"Biak, Indonesia",136.053298166411,-1.16347173352822,False
manokwari-indonesia,"Manokwari, Indonesia",134.06199098332172,-0.861468674318491,False
sorong-indonesia,"Sorong, Indonesia",131.29539138070675,-0.882071743284192,False
labuha-indonesia,"Labuha, Indonesia",127.48045267699531,-0.626796415138967,False
namlea-indonesia,"Namlea, Indonesia",127.08582405030384,-3.233414619247889,False
virginia-beach-va-united-states,"Virginia Beach, VA, United States",-76.05919805548162,36.755008440641625,False
kep-aru-indonesia,"Kep. Aru, Indonesia",134.55017423123815,-6.194644939615719,False
timika-indonesia,"Timika, Indonesia",136.88957687085835,-4.550311186325139,False
agats-indonesia,"Agats, Indonesia",138.12136310762435,-5.53562932769966,False
kota-mappi-indonesia,"Kota Mappi, Indonesia",139.39650868867545,-7.102452989489187,False
nabire-indonesia,"Nabire, Indonesia",135.50163840096195,-3.372233814094874,False
yapen-indonesia,"Yapen, Indonesia",136.15698461639664,-1.756122937374005,False
supiori-indonesia,"Supiori, Indonesia",135.63852795242698,-0.729511301429761,False
teluk-indonesia,"Teluk, Indonesia",133.4821305001853,-2.202373735308288,False
makassar-indonesia,"Makassar, Indonesia",119.41239198623502,-5.152184574655166,False
balikpapan-indonesia,"Balikpapan, Indonesia",116.83119264290589,-1.265365259496888,False
tarakan-indonesia,"Tarakan, Indonesia",117.57850656662664,3.327346733556252,False
madura-indonesia,"Madura, Indonesia",113.2834656639621,-6.902285124495741,False
hanko-finland,"Hanko, Finland",22.968222026939856,59.82321000411124,False
bomba-belize,"Bomba, Belize",-88.29445550119163,17.925613252139954,False
san-pedro-belize,"San Pedro, Belize",-87.97834244387931,17.911036510229174,False
kiamsam-malaysia,"Kiamsam, Malaysia",115.16893796108768,5.255328831990221,False
so-mateus-brazil,"São Mateus, Brazil",-39.85912604370125,-18.716705271937165,False
porto-seguro-brazil,"Porto Seguro, Brazil",-39.06469301273603,-16.451085786630014,False
ilhus-brazil,"Ilhéus, Brazil",-39.04770083727346,-14.787976283084333,False
salvador-brazil,"Salvador, Brazil",-38.504537159555746,-12.969985149046327,False
aracaj-brazil,"Aracajú, Brazil",-37.07480184426858,-10.909604310398228,False
macei-brazil,"Maceió, Brazil",-35.734959043425796,-9.666468352123673,False
recife-brazil,"Recife, Brazil",-34.87197137352438,-8.055334790265151,False
carcavelos-portugal,"Carcavelos, Portugal",-9.331559779091531,38.69016282606887,False
utqiavik-ak-united-states,"Utqiaġvik, AK, United States",-156.78863915700455,71.2905514484418,False
point-hope-ak-united-states,"Point Hope, AK, United States",-166.80806870465366,68.34776717273871,False
wainwright-ak-united-states,"Wainwright, AK, United States",-160.0383454120102,70.63695061464387,False
kotzebue-ak-united-states,"Kotzebue, AK, United States",-162.59666879498258,66.89834258781605,False
nome-ak-united-states,"Nome, AK, United States",-165.40640954135213,64.5011139383348,False
prudhoe-bay-ak-united-states,"Prudhoe Bay, AK, United States",-148.45676558455187,70.29404593604013,False
kauditan-indonesia,"Kauditan, Indonesia",125.06561063769091,1.378623021535939,False
candelaria-canary-islands-spain,"Candelaria, Canary Islands, Spain",-16.37174033863666,28.35553820749914,False
cabo-espiritu-santo-argentina,"Cabo Espiritu Santo, Argentina",-68.60578536679905,-52.65889381307709,False
punta-dungeness-argentina,"Punta Dungeness, Argentina",-68.41975034233805,-52.39023015657009,False
senggigi-indonesia,"Senggigi, Indonesia",116.04725765137792,-8.48545680087743,False
seraya-indonesia,"Seraya, Indonesia",115.74667192681562,-8.386261088786334,False
tarahales-spain,"Tarahales, Spain",-15.45074489732838,28.096374586517886,False
taba-egypt,"Taba, Egypt",34.89487373423804,29.492578054639665,False
praia-grande-brazil,"Praia Grande, Brazil",-46.41249054186233,-24.008866255391673,False
ambon-indonesia,"Ambon, Indonesia",128.19070608009508,-3.655379222174619,False
masohi-indonesia,"Masohi, Indonesia",128.9552563197305,-3.29783615769313,False
bandaneria-indonesia,"Bandaneria, Indonesia",129.8720525452634,-4.520181235524493,False
fakfak-indonesia,"Fakfak, Indonesia",133.01941359689437,-3.097769992193036,False
waisai-indonesia,"Waisai, Indonesia",130.8575987220932,-0.383361405408924,False
kaimana-indonesia,"Kaimana, Indonesia",133.7914833624518,-3.679353447601521,False
merauke-indonesia,"Merauke, Indonesia",140.40505289608706,-8.499087423602486,False
tutuyan-indonesia,"Tutuyan, Indonesia",124.57498598525505,0.761436727647575,False
tanjung-selor-indonesia,"Tanjung Selor, Indonesia",117.81942436470823,2.572031573356858,False
muntok-indonesia,"Muntok, Indonesia",105.16425754849712,-2.065154540231653,False
surabaya-indonesia,"Surabaya, Indonesia",112.74667405204215,-7.258579529403598,False
tjele-denmark,"Tjele, Denmark",9.611688520083643,56.51080050758227,False
san-jose-northern-mariana-islands,"San Jose, Northern Mariana Islands",145.62926794520425,14.95877106098141,False
sasanlagu-northern-mariana-islands,"Sasanlagu, Northern Mariana Islands",145.1343464208112,14.144932053702924,False
sugar-dock-saipan-northern-mariana-islands,"Sugar Dock, Saipan, Northern Mariana Islands",145.69958039539418,15.151811637858861,False
tungku-brunei,"Tungku, Brunei",114.88583269289208,4.926371091877179,False
torshavn-faroe-islands,"Torshavn, Faroe Islands",-6.771844795542737,62.01745992125028,False
ayre-of-cara-united-kingdom,"Ayre of Cara, United Kingdom",-2.900119022684513,58.83327167074278,False
sandwick-united-kingdom,"Sandwick, United Kingdom",-1.238694418403314,59.995976239482815,False
maywick-united-kingdom,"Maywick, United Kingdom",-1.323801779987484,60.00398405107041,False
cavite-philippines,"Cavite, Philippines",120.82010583274857,14.286268059205984,False
pa-li-taiwan,"Pa Li, Taiwan",121.38319137135348,25.149983824511253,False
shindu-ri-south-korea,"Shindu-Ri, South Korea",126.3915862608585,36.5762519059319,False
tseung-kwan-o-china,"Tseung Kwan O, China",114.25868469966966,22.31829585896108,False
qingdao-china,"Qingdao, China",120.34256710854024,36.08707301679953,False
chikura-japan,"Chikura, Japan",139.95466259014782,34.976657744880164,False
tanshui-taiwan,"Tanshui, Taiwan",121.46258584635854,25.18136115573805,False
fangshan-taiwan,"Fangshan, Taiwan",120.66209813218148,22.249258581382197,False
batangas-philippines,"Batangas, Philippines",121.06492987806165,13.765553306627538,False
chung-hom-kok-china,"Chung Hom Kok, China",114.2030206766037,22.222049985803473,False
changi-south-singapore,"Changi South, Singapore",103.9870122887188,1.389044778364265,False
changi-north-singapore,"Changi North, Singapore",103.9870122887188,1.389044778364265,False
busan-south-korea,"Busan, South Korea",128.99929925728011,35.17014221411413,False
barka-oman,"Barka, Oman",57.88605,23.678719999999707,False
kingstown-saint-vincent-and-the-grenadines,"Kingstown, Saint Vincent and the Grenadines",-61.20825642758987,13.145437164552455,False
kavieng-papua-new-guinea,"Kavieng, Papua New Guinea",150.80860997923475,-2.578109968566538,False
poti-georgia,"Poti, Georgia",41.667622842608914,42.150771468682514,False
balchik-bulgaria,"Balchik, Bulgaria",28.167437093767106,43.41434082476211,False
marseille-france,"Marseille, France",5.372629023073098,43.29316463678684,False
homer-ak-united-states,"Homer, AK, United States",-151.54430693463783,59.6463664840008,False
florence-or-united-states,"Florence, OR, United States",-124.09983785116658,43.98213392544815,False
anchorage-ak-united-states,"Anchorage, AK, United States",-149.85837062897107,61.21746022819186,False
nikiski-ak-united-states,"Nikiski, AK, United States",-151.2917192229484,60.68982437473834,False
nuuk-greenland,"Nuuk, Greenland",-51.72996724366197,64.18113207585318,False
qaqortoq-greenland,"Qaqortoq, Greenland",-46.03539119962808,60.71893720673817,False
landeyjar-iceland,"Landeyjar, Iceland",-20.142294308165763,63.64216740018537,False
wrangell-ak-united-states,"Wrangell, AK, United States",-132.38381635771856,56.47079696590441,False
petersburg-ak-united-states,"Petersburg, AK, United States",-132.97004641117766,56.80761348649167,False
hawk-inlet-ak-united-states,"Hawk Inlet, AK, United States",-134.74182249978475,58.128107290422165,False
angoon-ak-united-states,"Angoon, AK, United States",-134.58225230032588,57.50184070413134,False
sitka-ak-united-states,"Sitka, AK, United States",-135.33440020499748,57.05291252397816,False
st-pauls-bay-malta,"St. Paul's Bay, Malta",14.415591366954907,35.95050510992472,False
banff-united-kingdom,"Banff, United Kingdom",-2.523654445625608,57.666865033116686,False
point-salines-grenada,"Point Salines, Grenada",-61.79057834201764,12.008822041918634,False
chaguaramas-trinidad-and-tobago,"Chaguaramas, Trinidad and Tobago",-61.65080982501897,10.686160924629455,False
